昵称,日期,评分,产品,评论
g***2,2021-02-13 07:45:48,5,已购 标准款（微信提醒+同步家人）,药盒大小合适，功能应该不错。
j***子,2022-07-28 13:43:40,5,已购 ⭐升级款（支持HUAWEI HiLink）,非常好，宝贝很高大上，质量很好，看上去就给人一种高级感，价格也合适，这次网购很愉快，大赞👍
然***陀,2022-11-14 19:08:51,5,已购 ⭐升级款（支持HUAWEI HiLink）,东西不错，就是隔间少了点，要是多几个就好了。
e***9,2025-01-06 13:25:53,5,已购 ⭐升级款（支持HUAWEI HiLink）,特别方便，再也不怕忘记吃药了。
Y***7,2023-08-03 08:25:46,5,已购 ⭐升级款（支持HUAWEI HiLink）,小巧便携，功能齐全，随身携带很好用。很喜欢
z***u,2023-09-30 17:38:41,5,已购 标准款（微信提醒+同步家人）,京东配送速度很快，东西质量也很不错，自营产品有保障，售后问题处理也很及时，会跟身边的人推荐，自己也会一直支持监督。
J***成,2021-08-22 20:11:00,5,已购 标准款（微信提醒+同步家人）,很小巧很高级，很方便
很***着,2021-12-05 23:39:47,5,已购 标准款（微信提醒+同步家人）,超级方便，避免了忘记喝药
何***8,2021-05-21 19:59:05,5,已购 标准款（微信提醒+同步家人）,很实用，有软件可以记录我什么时候吃的，再也不怕忘或者吃多了
E***x,2020-11-10 15:22:52,5,已购 标准款（微信提醒+同步家人）,挺方便的，放不放药都能用，设置好手机就有提醒
j***5,2020-11-22 22:40:47,5,已购 标准款（微信提醒+同步家人）,药盒收到了，挺不错，和介绍的一样，很方便，再也不怕忘记吃药了
u***i,2021-11-18 21:42:48,5,已购 标准款（微信提醒+同步家人）,吃药神器，很好用，病人的福利
d***b,2023-12-13 08:11:24,5,已购 ⭐升级款（支持HUAWEI HiLink）,非常不错，定时功能也很好，提醒很及时。值得购买。
8***2,2023-04-28 11:43:26,5,已购 标准款（微信提醒+同步家人）,正品，棒棒哒，价格很优惠，总而言之挺好的，还会再买
一***丶,2021-11-21 13:52:24,5,已购 标准款（微信提醒+同步家人）,很好用，绑定也很方便快捷
谁***独,2020-08-01 14:43:39,5,已购 标准款（微信提醒+同步家人）,挺好的，就是担心里面小格子的盖子用的久了会折
_***_,2022-04-23 12:08:45,5,已购 标准款（微信提醒+同步家人）,送货速度超级快，药盒用起来也方便，再也不用担心长辈忘记吃药了。
L***才,2024-12-22 19:56:28,5,已购 ⭐升级款（支持HUAWEI HiLink）,与app配合使用十分方便，大品牌值得信赖。
j***6,2021-12-10 11:42:06,5,已购 标准款（微信提醒+同步家人）,给外公买着提醒吃药的 很好用 适合记不得吃药的老年人。
j***y,2021-02-08 15:28:47,5,已购 标准款（微信提醒+同步家人）,东西还不错，手感还挺细腻的，就是盖子有点松动。
胖***主,2021-09-29 09:07:24,5,已购 标准款（微信提醒+同步家人）,不错，很智能，提醒自己吃药
9***1,2021-06-23 13:44:57,5,已购 标准款（微信提醒+同步家人）,使用方便，准时提醒，再也不会漏服了
2***9,2022-07-21 09:19:03,5,已购 ⭐升级款（支持HUAWEI HiLink）,东东非常好，使用非常方便，小巧时尚，非常喜欢
s***4,2021-12-03 16:38:55,5,已购 标准款（微信提醒+同步家人）,很好用，就是提示音略小，大点就好了。
j***b,2026-02-18 23:41:58,5,已购 标准款（微信提醒+同步家人）,特别好！终于有个能提醒吃药的了
野***星,2020-12-16 10:55:01,5,已购 标准款（微信提醒+同步家人）,东西还可以，但是不智能，如果提前吃药了，到设定的时间还是响铃，不太值这个价钱
你***它,2021-07-11 13:49:04,5,已购 标准款（微信提醒+同步家人）,特别好用的药盒，就是冲剂的没法放。
j***c,2022-10-14 17:46:42,5,已购 ⭐升级款（支持HUAWEI HiLink）,挺好用，会提醒，不打开药盒还会一直提醒
j***k,2023-12-11 19:53:39,5,已购 ⭐升级款（支持HUAWEI HiLink）,好用 非常方便了能及时提醒，这次不会再忘记吃药了
l***y,2023-12-24 20:43:40,5,已购 ⭐升级款（支持HUAWEI HiLink）,很方便，这下不会忘记吃药了
C***风,2021-04-14 17:34:19,5,已购 标准款（微信提醒+同步家人）,不错，挺实用的，电子感挺强的
k***o,2021-04-15 08:28:56,5,已购 标准款（微信提醒+同步家人）,提醒功能很高大上，不错的，方便实用
w***o,2022-01-03 22:40:51,5,已购 标准款（微信提醒+同步家人）,到了好多天啦，用起来挺方便的，就是提示音回很小
暴***吖,2023-02-24 17:14:11,5,已购 ⭐升级款（支持HUAWEI HiLink）,挺好的，用起来挺方便的，小小个也便携
w***o,2022-04-25 11:14:10,3,已购 ⭐升级款（支持HUAWEI HiLink）,还没打开包装，就听到电源提示音，感觉质量堪忧，后续体验再追评
水***A,2022-08-06 13:04:52,5,已购 ⭐升级款（支持HUAWEI HiLink）,发货很快，包装的很好，价格也特别实惠，还有这么多功效也是不错了，值得购买
多米诺诺诺,2026-01-28 08:32:25,5,已购 标准款（微信提醒+同步家人）,还行吧，有点用但不多，养成习惯或许有用
时***时,2021-10-15 14:19:53,5,已购 标准款（微信提醒+同步家人）,好用，方便，记性不好的设置以后到时提醒。就是四格太少了
朱***翯,2022-01-23 13:44:43,5,已购 标准款（微信提醒+同步家人）,非常实用，颜值高，功能好
j***h,2021-06-19 12:04:44,5,已购 标准款（微信提醒+同步家人）,赶上活动了，买了3个，老年人使用的不错。
祈***流,2022-04-28 13:16:04,5,已购 标准款（微信提醒+同步家人）,给家里人买的，比想象中要小巧！非常方便。
j***e,2021-03-16 14:32:07,5,已购 标准款（微信提醒+同步家人）,挺好的，很方便，四个格子，可以装很多
董***胡,2022-06-03 20:51:38,5,已购 ⭐升级款（支持HUAWEI HiLink）,非常实用的小药盒 能够提醒人们吃药！
M***海,2020-10-03 15:19:51,5,已购 标准款（微信提醒+同步家人）,东西挺有创意的也不错，就是感觉咋有人用过是的而且这质量实在是没话说，太差了
3***p,2021-03-13 19:57:38,5,已购 标准款（微信提醒+同步家人）,挺好用的，给老人提醒用降压药十分方便
小***乖,2022-09-19 09:56:46,5,已购 ⭐升级款（支持HUAWEI HiLink）,非常好用，用了一段时间了，感觉很好，用起来也很方便，很满意。
7***q,2021-05-10 20:43:10,5,已购 标准款（微信提醒+同步家人）,特别方便，还可以提醒，给老人用听好的
来***4,2022-06-16 18:26:32,5,已购 标准款（微信提醒+同步家人）,质量不错，使用方便，送货速度快，服务态度好。
D***g,2021-12-26 10:43:31,5,已购 标准款（微信提醒+同步家人）,小巧好用，吃完不用担心。
a***l,2020-12-12 11:30:35,5,已购 标准款（微信提醒+同步家人）,还不错，就是蓝牙版不是很人性化
j***h,2021-07-03 22:27:47,5,已购 标准款（微信提醒+同步家人）,挺好用的，操作简单，有了这个再也没有忘记吃药
u***b,2021-09-28 16:14:34,5,已购 标准款（微信提醒+同步家人）,好用，能定时服药，再不担心漏服用了
3***i,2020-08-24 10:16:53,5,已购 标准款（微信提醒+同步家人）,看着挺小巧的，还没使用，不过感觉应该不错
石***话,2020-09-19 11:23:25,5,已购 标准款（微信提醒+同步家人）,用了这么长时间来评价，很方便，设置好后按时提醒，手机也会提醒，好用。
j***☆,2025-05-24 07:33:56,5,已购 ⭐升级款（支持HUAWEI HiLink）,不错了，这下不用担心忘吃药了
玄***弓,2020-12-15 13:08:27,5,已购 标准款（微信提醒+同步家人）,还有提醒功能，非常适合出差。
韦***6,2020-07-31 12:38:32,5,已购 标准款（微信提醒+同步家人）,好用的，给领导买的。既贴心又高大上。喜欢这样的高科技东西。
j***4,2022-08-24 10:10:47,5,已购 标准款（微信提醒+同步家人）,送朋友的，当然自己也在用，这个可寻找药盒的功能真好
锦***昕,2020-12-10 13:17:08,5,已购 标准款（微信提醒+同步家人）,挺好用的，每天手机有多次提醒。这下忘不了吃药了
j***9,2022-05-09 19:28:18,5,已购 标准款（微信提醒+同步家人）,给老人买的，但愿好用，老人服药问题头大
疯***风,2023-12-03 10:43:08,5,已购 ⭐升级款（支持HUAWEI HiLink）,非常不错的一款产品，效果很好，非常满意，物流也很快
R***g,2021-08-21 18:10:17,5,已购 标准款（微信提醒+同步家人）,给我奶奶买的，还可以吧，提醒老人吃药。
H***0,2022-11-02 20:42:34,5,已购 ⭐升级款（支持HUAWEI HiLink）,小巧玲珑好用，自动报时提醒
家***意,2021-04-03 19:50:36,5,已购 标准款（微信提醒+同步家人）,小巧精致不错的小智能配件，期待使用效果
P***2,2022-09-12 12:54:41,5,已购 ⭐升级款（支持HUAWEI HiLink）,外观简约，使用简便。
l***0,2022-10-09 10:40:42,5,已购 ⭐升级款（支持HUAWEI HiLink）,很好用，平时都不按时食的。有了它准时了。
a***i,2021-07-03 21:11:35,5,已购 标准款（微信提醒+同步家人）,有效提醒，按时服药，效果明显
奶***泡,2021-01-08 13:27:12,5,已购 标准款（微信提醒+同步家人）,给妈妈买的，年纪大了总不记得吃药 有这个方便多了
阿***3,2023-12-29 19:08:43,5,已购 ⭐升级款（支持HUAWEI HiLink）,这个药盒不错，不会潮也不会变味。这个是复购第二个了。
李***窝,2022-03-22 21:06:54,5,已购 标准款（微信提醒+同步家人）,电池没电，自己买了一个，商家给退了6元，挺好
j***d,2021-02-05 12:30:57,5,已购 标准款（微信提醒+同步家人）,做工精细，好用
1***5,2021-06-06 09:28:53,5,已购 标准款（微信提醒+同步家人）,使用方便，送给老妈的，特别是外出的时候
卡***c,2024-08-24 02:15:04,5,已购 标准款（微信提醒+同步家人）,非常好用非常方便，老人特别喜欢
L***8,2022-11-07 20:18:27,5,已购 ⭐升级款（支持HUAWEI HiLink）,好评，科技感满满，提醒准确，大小合适
9***r,2022-02-04 11:13:05,5,已购 标准款（微信提醒+同步家人）,超好用，定时提醒，分四格子啦，容量大！
u***_,2022-08-24 08:16:40,5,已购 ⭐升级款（支持HUAWEI HiLink）,颜值高，提醒功能很赞
马***瑞,2022-07-23 16:01:28,5,已购 标准款（微信提醒+同步家人）,很好用的药盒，还可以当个闹钟用。
群***定,2024-02-20 02:01:39,5,已购 ⭐升级款（支持HUAWEI HiLink）,小巧轻便，非常便携，智能简约
d***k,2023-01-27 16:28:43,5,已购 ⭐升级款（支持HUAWEI HiLink）,基本功能还可以，智能程度不够
x***s,2022-01-17 18:22:36,5,已购 标准款（微信提醒+同步家人）,非常方便，非常好用，提醒效果好
谁***荡,2021-11-29 11:58:10,5,已购 标准款（微信提醒+同步家人）,使用方便，再也不担心忘记吃药了！
w***u,2021-06-14 14:01:06,5,已购 标准款（微信提醒+同步家人）,更方便，老人有它提醒不会忘吃药了
z***3,2025-03-01 19:10:27,5,已购 标准款（微信提醒+同步家人）,精致小巧，以后携带方便了
l***u,2021-01-27 13:41:10,5,已购 标准款（微信提醒+同步家人）,智能、适用，质量不错，值得购买。
肤***者,2021-06-23 09:36:05,5,已购 标准款（微信提醒+同步家人）,很不错，方便实用，智能提醒，赞👍
3***9,2024-09-06 14:09:49,5,已购 ⭐升级款（支持HUAWEI HiLink）,非常好，很适用，性价比高，送货速度快！
闫***8,2022-06-25 19:30:17,5,已购 标准款（微信提醒+同步家人）,提示效果不错，适合外出携带
k***7,2020-07-21 19:32:26,5,已购 标准款（微信提醒+同步家人）,很好用，提示起来跟人性，还可以把服药记录分享给家人。
